Codi_centre;Denominació_completa;Codi_naturalesa;Nom_naturalesa;Codi_titularitat;Nom_titularitat;Adreça;Codi_postal;Telèfon;Codi_delegació;Nom_delegació;Codi_comarca;Nom_comarca;Codi_municipi;Nom_municipi;Codi_districte_municipal;Nom_DM;Codi_localitat;Nom_localitat;Coordenades_UTM_X;Coordenades_UTM_Y;Coordenades_GEO_X;Coordenades_GEO_Y;E-mail_centre;Estudis;EINF1C;EINF2C;EPRI;ESO;BATX;AA01;CFPM;PPAS;AA03;CFPS;EE;IFE;PFI;PA01;CFAM;PA02;CFAS;ESDI;ESCM;ESCS;ADR;CRBC;IDI;DANE;DANP;DANS;MUSE;MUSP;MUSS;TEGM;TEGS;ESTR;ADULTS
8007603;Arrels;2;Privat;22;Fundacions;c. Cardenal Tedeschini, 70;8027;933524454.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;9;Sant Andreu;1;Barcelona;431579;4586432;2,18115;41,42653;a8007603@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8007721;Jesús Maria Sant Andreu;2;Privat;24;Ordes i Congregacions Catòlics;av. Meridiana, 392-406;8030;933113111.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;9;Sant Andreu;1;Barcelona;431789;4586959;2,183607;41,4313;a8007721@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8007858;Escolàpies Sant Martí - Barcelona;2;Privat;22;Fundacions;c. Joan de Peguera, 42;8026;934569303.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;431621;4584933;2,18182;41,41303;a8007858@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8007871;Sant Ferran;2;Privat;26;Societats Mercantils;c. Joan Riera, 46;8042;933548991.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;8;Nou Barris;1;Barcelona;431109;4588211;2,175318;41,44251;a8007871@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8007913;Mare de Déu de Núria;2;Privat;26;Societats Mercantils;c. Mallorca, 598;8026;932456629.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;431921;4584671;2,185435;41,4107;a8007913@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008191;Santa Maria dels Apòstols;2;Privat;24;Ordes i Congregacions Catòlics;c. Pere IV, 562/rbla. Prim, 146-152;8019;933149011.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;434019;4585502;2,210447;41,41836;a8008191@xtec.cat;EPRI ESO BATX CFPM CFPS;;;EPRI;ESO;BATX;;CFPM;;;CFPS;;;;;;;;;;;;;;;;;;;;;;;
8008267;FEP L'Esperança;2;Privat;22;Fundacions;c. Quito, 25-37;8030;933457745.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;9;Sant Andreu;1;Barcelona;433249;4588651;2,200885;41,44666;a8008267@xtec.cat;EINF2C EPRI ESO BATX CFPM;;EINF2C;EPRI;ESO;BATX;;CFPM;;;;;;;;;;;;;;;;;;;;;;;;;;
8008279;FEDAC-Sant Andreu;2;Privat;22;Fundacions;c. Ramon Batlle, 39-45;8030;933468001.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;9;Sant Andreu;1;Barcelona;432465;4587038;2,191689;41,43207;a8008279@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008309;FEP Mare Alfonsa Cavín;2;Privat;22;Fundacions;av. Rasos de Peguera, 57 bis;8033;933594996.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;8;Nou Barris;1;Barcelona;431130;4590198;2,175342;41,46041;a8008309@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008361;Cor de Maria-Sabastida;2;Privat;22;Fundacions;c. Sabastida, 12;8031;934073810.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;8;Nou Barris;1;Barcelona;430521;4586631;2,168471;41,42823;a8008361@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008371;Mare de Déu dels Àngels;2;Privat;24;Ordes i Congregacions Catòlics;c. Sagrera, 80-82;8027;933523909.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;9;Sant Andreu;1;Barcelona;432419;4586015;2,191254;41,42285;a8008371@xtec.cat;EINF1C EINF2C EPRI ESO BATX;EINF1C;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008401;FEP Bon Pastor;2;Privat;22;Fundacions;c. Sant Adrià, 134;8030;933140451.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;9;Sant Andreu;1;Barcelona;433501;4587442;2,204033;41,43579;a8008401@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008462;Jesús, Maria i Josep;2;Privat;24;Ordes i Congregacions Catòlics;c. Sant Sebastià, 55;8030;933112161.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;9;Sant Andreu;1;Barcelona;432447;4586622;2,191514;41,42831;a8008462@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008474;Valldaura;2;Privat;22;Fundacions;c. Santa Engràcia, 110;8016;933591395.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;8;Nou Barris;1;Barcelona;431510;4588183;2,18013;41,4423;a8008474@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008504;Providencia del Corazón de Jesús;2;Privat;24;Ordes i Congregacions Catòlics;c. Scala Dei, 1-13;8031;934275121.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;429663;4587804;2,158066;41,43872;a8008504@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008531;Amor de Dios;2;Privat;22;Fundacions;c. Teide, s/n;8031;934293921.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;8;Nou Barris;1;Barcelona;430423;4587020;2,167243;41,43172;a8008531@xtec.cat;EINF1C EINF2C EPRI ESO BATX;EINF1C;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008656;Ramon Llull;2;Privat;26;Societats Mercantils;c. Biscaia, 439;8027;933518214.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;9;Sant Andreu;1;Barcelona;431627;4585780;2,181801;41,42066;a8008656@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008747;Mireia;2;Privat;26;Societats Mercantils;c. Ausiàs March, 62-64;8010;932454998.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;2;Eixample;1;Barcelona;431341;4582770;2,178722;41,39353;a8008747@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008784;Sant Gabriel;2;Privat;24;Ordes i Congregacions Catòlics;Gran Via Corts Catalanes, 1192-1196;8020;933149560.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;434110;4585818;2,211502;41,42122;a8008784@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008851;Voramar;2;Privat;22;Fundacions;c. Ramon Turró, 130-138;8005;932251324.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;432981;4583051;2,198304;41,3962;a8008851@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008930;San Francisco;2;Privat;26;Societats Mercantils;c. Treball, 213;8020;933132665.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;433182;4585317;2,200461;41,41663;a8008930@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008981;Sagrat Cor Besòs;2;Privat;22;Fundacions;c. Lluís Borrassà, 12-18;8019;933052201.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;434629;4585214;2,217785;41,41582;a8008981@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009156;Sagrado Corazón;2;Privat;24;Ordes i Congregacions Catòlics;c. Ribes, 65;8013;932312606.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;2;Eixample;1;Barcelona;431774;4583433;2,183817;41,39954;a8009156@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009235;FEP Santíssima Trinitat;2;Privat;22;Fundacions;c. Mare de Déu de Lorda, 3-5;8033;932744195.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;9;Sant Andreu;1;Barcelona;432441;4589076;2,191164;41,45042;a8009235@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009247;Grèvol;2;Privat;21;Cooperatives;c. Provençals, 9;8019;933031103.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;434090;4584031;2,21146;41,40512;a8009247@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009260;Jesuïtes Clot - El Clot;2;Privat;22;Fundacions;c. València, 680;8027;933516011.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;432346;4584902;2,1905;41,41282;a8009260@xtec.cat;EINF2C EPRI ESO BATX CFPM CFPS PFI ADULTS;;EINF2C;EPRI;ESO;BATX;;CFPM;;;CFPS;;;PFI;;;;;;;;;;;;;;;;;;;;ADULTS
8009454;FEP Sant Ramon;2;Privat;22;Fundacions;c. Collblanc, 72;8028;933339972.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;4;Les Corts;1;Barcelona;426132;4580865;2,116644;41,37591;a8009454@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009466;Sant Ramon Nonat-Sagrat Cor;2;Privat;24;Ordes i Congregacions Catòlics;c. Collblanc, 86;8028;934490570.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;4;Les Corts;1;Barcelona;426074;4580866;2,115958;41,37591;a8009466@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009508;FEP Santa Teresa de Lisieux;2;Privat;22;Fundacions;c. Déu i Mata, 67;8029;934309318.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;4;Les Corts;1;Barcelona;427695;4582240;2,135168;41,38844;a8009508@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009636;Escola Pia Sant Miquel;2;Privat;24;Ordes i Congregacions Catòlics;c. Rosselló, 175;8036;934104005.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;2;Eixample;1;Barcelona;429268;4582507;2,153951;41,39098;a8009636@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009673;Pare Manyanet;2;Privat;24;Ordes i Congregacions Catòlics;Travessera de les Corts, 331;8029;934396700.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;4;Les Corts;1;Barcelona;427941;4582266;2,138116;41,38869;a8009673@xtec.cat;EINF1C EINF2C EPRI ESO BATX;EINF1C;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009697;IPSI;2;Privat;26;Societats Mercantils;c. Comte Borrell, 243-249;8029;933235014.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;2;Eixample;1;Barcelona;428925;4582049;2,149899;41,3868;a8009697@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009806;FEDAC-Horta;2;Privat;22;Fundacions;c. Campoamor, 49;8031;934275496.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;429418;4587336;2,155184;41,43449;a8009806@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009934;La Salle Horta;2;Privat;24;Ordes i Congregacions Catòlics;c. Doctor Letamendi, 63;8031;934271500.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;429915;4587572;2,1611;41,43666;a8009934@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009971;Guinardó;2;Privat;21;Cooperatives;c. Doctor Valls, 11;8041;934353940.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;431429;4585698;2,179442;41,41991;a8009971@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009995;Regina Carmeli;2;Privat;24;Ordes i Congregacions Catòlics;c. Eduard Toda, 37;8031;934278371.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;429647;4587383;2,157918;41,43493;a8009995@xtec.cat;EINF1C EINF2C EPRI ESO;EINF1C;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8010006;Nou Patufet;2;Privat;21;Cooperatives;c. Bruniquer, 25-27;8012;932856327.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;6;Gràcia;1;Barcelona;429847,1;4584028,3;2,160704;41,40473;a8010006@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8010055;Agora Princess Margaret;2;Privat;26;Societats Mercantils;pg. Font d'En Fargues, 15-17;8032;934290313.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;430303;4586422;2,165876;41,42633;a8010055@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8010171;Immaculada Concepció;2;Privat;24;Ordes i Congregacions Catòlics;c. Granollers, 28;8032;934295537.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;429957;4586601;2,161726;41,42792;a8010171@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8010304;Santa Teresa de Jesús;2;Privat;26;Societats Mercantils;c. Llobregós, 130-132;8032;933576615.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;429450;4586191;2,155696;41,42418;a8010304@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8010341;Vedruna Immaculada Barcelona;2;Privat;22;Fundacions;c. Dos de Maig, 247-251;8013;932463200.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;2;Eixample;1;Barcelona;431592;4584293;2,181543;41,40727;a8010341@xtec.cat;EINF2C EPRI ESO CFPM;;EINF2C;EPRI;ESO;;;CFPM;;;;;;;;;;;;;;;;;;;;;;;;;;
8010432;Sagrada Família-Horta;2;Privat;24;Ordes i Congregacions Catòlics;c. Peris Mencheta, 26-46;8032;933570208.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;430021;4586439;2,16251;41,42646;a8010432@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8010468;Palcam;2;Privat;26;Societats Mercantils;c. Rosalía de Castro, 30-34;8025;934359749.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;430765;4584719;2,171606;41,411;a8010468@xtec.cat;EINF2C EPRI ESO BATX CFPM CFPS;;EINF2C;EPRI;ESO;BATX;;CFPM;;;CFPS;;;;;;;;;;;;;;;;;;;;;;;
8010501;Claret;2;Privat;24;Ordes i Congregacions Catòlics;av. Sant Antoni Maria Claret, 49;8025;932081830.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;6;Gràcia;1;Barcelona;430393;4584173;2,167221;41,40608;a8010501@xtec.cat;EINF2C EPRI ESO BATX;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8010547;Mare de Déu del Coll;2;Privat;24;Ordes i Congregacions Catòlics;c. Santuari, 28-30;8032;932846543.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;6;Gràcia;1;Barcelona;429067;4585744;2,151172;41,42012;a8010547@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8010641;Abat Oliba-Spínola;2;Privat;22;Fundacions;av. Mare de Déu de Montserrat, 86;8024;934554680.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;430452;4585223;2,167801;41,41555;a8010641@xtec.cat;EINF1C EINF2C EPRI ESO BATX TEGM TEGS;EINF1C;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;TEGM;TEGS;;
8010882;Molina;2;Privat;26;Societats Mercantils;c. Lorena, 65-71;8042;933533810.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;8;Nou Barris;1;Barcelona;430907;4587714;2,17296;41,43802;a8010882@xtec.cat;ESO CFPM CFPS;;;;ESO;;;CFPM;;;CFPS;;;;;;;;;;;;;;;;;;;;;;;
8011096;Piaget;2;Privat;21;Cooperatives;c. Llobregós, 194;8032;934296102.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;429180;4585995;2,152492;41,42239;a8011096@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8011199;Adela de Trenquelleón;2;Privat;22;Fundacions;av. Guipúscoa, 24;8018;933074850.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;432662;4585026;2,194264;41,41396;a8011199@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8011394;Sant Joan Bosco;2;Privat;24;Ordes i Congregacions Catòlics;pg. Vall d'Hebron, 258-260;8035;934280250.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;428906;4587519;2,14904;41,43609;a8011394@xtec.cat;EINF2C EPRI ESO BATX ADULTS;;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;ADULTS
8011448;Gravi;2;Privat;21;Cooperatives;av. Vallcarca, 258;8023;932111183.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;6;Gràcia;1;Barcelona;428202;4585778;2,140817;41,42035;a8011448@xtec.cat;EINF1C EINF2C EPRI ESO BATX;EINF1C;EINF2C;EPRI;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8011606;Asunción de Nuestra Señora;2;Privat;24;Ordes i Congregacions Catòlics;rbla. del Poblenou, 94-96;8005;933000931.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;433128;4583712;2,199989;41,4021;a8011606@xtec.cat;EINF2C EPRI ESO;;EINF2C;EPRI;ESO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8011941;Escola Pia Balmes;2;Privat;24;Ordes i Congregacions Catòlics;c. Balmes, 208;8006;932178612.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;5;Sarrià - Sant Gervasi;1;Barcelona;429106;4583266;2,151927;41,3978;a8011941@xtec.cat;EINF2C EPRI ESO BATX PFI;;EINF2C;EPRI;ESO;BATX;;;;;;;;PFI;;;;;;;;;;;;;;;;;;;;
8012027;Frederic Mistral-Tècnic Eulàlia;2;Privat;22;Fundacions;c. Lluís Muntadas, 3-5-7;8035;932118954.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;5;Sarrià - Sant Gervasi;1;Barcelona;427553;4585286;2,13311;41,41586;a8012027@xtec.cat;EINF2C EPRI ESO BATX CFPM CFPS;;EINF2C;EPRI;ESO;BATX;;CFPM;;;CFPS;;;;;;;;;;;;;;;;;;;;;;;
8012714;Institut Anna Gironella de Mundet;1;Públic;4;Corporacions Locals;pg. Vall d'Hebron, s/n;8035;934280292.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;428410;4587595;2,14309;41,43673;a8012714@xtec.cat;ESO BATX CFPM CFPS PFI;;;;ESO;BATX;;CFPM;;;CFPS;;;PFI;;;;;;;;;;;;;;;;;;;;
8013093;Institut Montjuïc;1;Públic;1;Departament d'Educació i Formació Professional;c. Cisell, 19;8038;932230221.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;3;Sants - Montjuïc;1;Barcelona;428522;4578521;2,145498;41,35502;a8013093@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8013101;Institut Joan d'Àustria;1;Públic;1;Departament d'Educació i Formació Professional;c. Selva de Mar, 211;8020;933073402.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;433070;4585270;2,199121;41,416;a8013101@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8013111;Institut Jaume Balmes;1;Públic;1;Departament d'Educació i Formació Professional;c. Pau Claris, 121;8009;934870301.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;2;Eixample;1;Barcelona;430376;4582658;2,167192;41,3924;a8013111@xtec.cat;ESO BATX CFPM;;;;ESO;BATX;;CFPM;;;;;;;;;;;;;;;;;;;;;;;;;;
8013135;Institut Moisès Broggi;1;Públic;1;Departament d'Educació i Formació Professional;c. Sant Quintí, 32-50;8041;934368903.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;431332,7;4584980,4;2,178367;41,41344;a8013135@xtec.cat;ESO BATX CFPM CFPS;;;;ESO;BATX;;CFPM;;;CFPS;;;;;;;;;;;;;;;;;;;;;;;
8013147;Institut Sants;1;Públic;1;Departament d'Educació i Formació Professional;c. Dolors Batlle i Sunyer, 9-13;8014;934902466.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;3;Sants - Montjuïc;1;Barcelona;428099;4581443;2,1401;41,3813;a8013147@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8013159;Institut Infanta Isabel d'Aragó;1;Públic;1;Departament d'Educació i Formació Professional;pl. d'Angeleta Ferrer, 1;8020;933073413.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;433090;4585270;2,199359;41,41619;a8013159@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8013160;Institut Poeta Maragall;1;Públic;1;Departament d'Educació i Formació Professional;c. Provença, 187;8036;934534782.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;2;Eixample;1;Barcelona;429502;4582539;2,156754;41,39129;a8013160@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8013184;Institut Bernat Metge;1;Públic;1;Departament d'Educació i Formació Professional;c. Menorca, 55;8020;933149611.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;10;Sant Martí;1;Barcelona;433286;4586022;2,201625;41,42298;a8013184@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8013196;Institut Milà i Fontanals;1;Públic;1;Departament d'Educació i Formació Professional;pl. Josep Ma. Folch i Torres, s/n;8001;934417958.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;1;Ciutat vella;1;Barcelona;430352;4580878;2,167106;41,37641;a8013196@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8013202;Institut Montserrat;1;Públic;1;Departament d'Educació i Formació Professional;c. Copèrnic, 84;8006;932004913.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;5;Sarrià - Sant Gervasi;1;Barcelona;428371;4583721;2,14308;41,4018;a8013202@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8013214;Institut Narcís Monturiol;1;Públic;1;Departament d'Educació i Formació Professional;c. Harmonia, s/n;8035;934283017.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;7;Horta - Guinardó;1;Barcelona;428538;4587070;2,144678;41,43201;a8013214@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8013226;Institut Menéndez y Pelayo;1;Públic;1;Departament d'Educació i Formació Professional;Via Augusta, 140;8006;932002755.0;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;5;Sarrià - Sant Gervasi;1;Barcelona;428499;4583511;2,14464;41,3999;a8013226@xtec.cat;ESO BATX;;;;ESO;BATX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
